setor_codigo,setor_nome,empresa,ano,trimestre,markup,theta_v,theta_k,share_v,log_v,log_k
2021060,"Indústria extrativa e agropecuária",AGRO,2008,2,0.772001152752814,1.32223104300636,-0.219193312531929,1.71273195420956,10.7581528987968,12.5337995630798
2021060,"Indústria extrativa e agropecuária",AGRO,2008,3,0.643202682953392,1.61755126444939,-0.412851131257496,2.514839112645,9.1890796768195,12.5998378333892
2021060,"Indústria extrativa e agropecuária",AGRO,2009,1,0.735980164090165,1.41663090264013,-0.272892535586801,1.92482212396498,10.4599084482342,12.8621564502504
2021060,"Indústria extrativa e agropecuária",AGRO,2009,2,0.745307793931434,1.30748068214127,-0.200283356260998,1.75428285171207,11.0654456726201,12.8764482276076
2021060,"Indústria extrativa e agropecuária",AGRO,2009,3,0.626338114481973,1.64787739347114,-0.424341820728066,2.63097096499397,9.23602122585134,12.9210514631609
2021060,"Indústria extrativa e agropecuária",AGRO,2010,1,0.68242946047934,1.39318199875657,-0.253028007741821,2.0415033046463,10.6957130119625,13.0249848346514
2021060,"Indústria extrativa e agropecuária",AGRO,2010,2,0.596488323300975,1.28640276792562,-0.182917077201166,2.1566269073075,11.2652717703202,13.0044733070199
2021060,"Indústria extrativa e agropecuária",AGRO,2010,3,1.17551985032547,1.53381261982147,-0.354587807628032,1.30479516734387,9.71704545656896,12.7066204930346
2021060,"Indústria extrativa e agropecuária",AGRO,2010,4,1.57752673047409,1.37553829917365,-0.249825953654775,0.871958790048689,10.5820804428829,12.7076534171354
2021060,"Indústria extrativa e agropecuária",AGRO,2011,1,1.42281167644411,1.30678771483899,-0.204028114793298,0.9184544493653,10.965062252646,12.7190299881681
2021060,"Indústria extrativa e agropecuária",AGRO,2020,3,1.57393131000148,1.30101508112204,-0.161706304093682,0.826602198491632,11.9507531104344,14.1609645306181
2021060,"Indústria extrativa e agropecuária",AGRO,2020,4,1.56563781150729,1.23966957588506,-0.121924841006317,0.791798439443403,12.2656320512642,14.1305367891829
2021060,"Indústria extrativa e agropecuária",AGRO,2021,1,1.95937693343381,1.16877705806816,-0.0707300005350091,0.596504449003528,12.7589355157546,14.2909543675582
2021060,"Indústria extrativa e agropecuária",AURA,2017,1,0.973500620435313,0.897645336084738,0.0608928832857352,0.922079880835972,13.0552140593138,12.5010931093773
2021060,"Indústria extrativa e agropecuária",AURA,2018,1,1.02898969108344,0.997847358517932,0.02372891932957,0.969735039295957,13.2302154889775,13.5925027743082
2021060,"Indústria extrativa e agropecuária",AURA,2019,1,1.13835031492362,0.951120410837061,0.0566178840406031,0.835525231879851,13.5341802761119,13.6662256719884
2021060,"Indústria extrativa e agropecuária",AURA,2019,4,1.13840832444491,0.95116887921171,0.056564917955465,0.835525231841135,13.533397801773,13.6654431976292
2021060,"Indústria extrativa e agropecuária",AURA,2020,1,1.30404947317463,1.23376912265965,-0.120563156098102,0.946106070390189,12.2348385626476,14.0353064160011
2021060,"Indústria extrativa e agropecuária",AURA,2020,2,1.31952398510832,1.09788482111529,-0.0286352941811121,0.832030969884319,13.026719769539,14.1105698762482
2021060,"Indústria extrativa e agropecuária",AURA,2020,3,1.47471496401151,1.02529871025223,0.0217541914727035,0.695252123476948,13.4815401604321,14.1988549832002
2021060,"Indústria extrativa e agropecuária",AURA,2020,4,1.47744398878985,0.956166815037121,0.0664923685543788,0.64717635476679,13.8340903310161,14.1610964098604
2021060,"Indústria extrativa e agropecuária",AURA,2021,1,1.88278917426669,1.14964840102373,-0.0578373599796591,0.610609205075493,12.8692155290355,14.2997443391238
2021060,"Indústria extrativa e agropecuária",AURA,2021,2,1.54313664573015,1.00566170773403,0.0349065915647435,0.651699712087511,13.5926973288377,14.2047752348706
2021060,"Indústria extrativa e agropecuária",AURA,2021,3,1.4197734140387,0.942056101605574,0.0780885131898439,0.663525667046962,13.9671264731311,14.2456875259573
2021060,"Indústria extrativa e agropecuária",AURA,2021,4,1.40413197471999,0.896078473482631,0.109518118646066,0.638172543333275,14.243121036544,14.2833258395229
2021060,"Indústria extrativa e agropecuária",AURA,2022,1,1.90811507485006,1.14857645455473,-0.0610889488169444,0.601942969631947,12.7769087145919,14.1514038162956
2021060,"Indústria extrativa e agropecuária",AURA,2022,2,1.54940240029723,1.03620185749235,0.0160416308382627,0.668775172475254,13.4592284112992,14.2551190337305
2021060,"Indústria extrativa e agropecuária",AURA,2022,3,1.34328280799149,0.972416086350233,0.0611728081959815,0.723910170341729,13.8799939566451,14.364567977412
2021060,"Indústria extrativa e agropecuária",AURA,2022,4,1.25690122252837,0.926429948267858,0.0951248548810784,0.737074586023759,14.2184073414151,14.4964633153534
2021060,"Indústria extrativa e agropecuária",AURA,2023,1,1.66280021179642,1.18938580722582,-0.0783468644094107,0.715290868252212,12.7955906521837,14.5164275462391
2021060,"Indústria extrativa e agropecuária",AURA,2023,2,1.43319973216718,1.0720066719703,-0.000217209123815287,0.747981351035622,13.4479300887923,14.5335351520866
2021060,"Indústria extrativa e agropecuária",AURA,2023,3,1.29245193804126,1.00119520077115,0.0510011491689735,0.774647916338373,13.9427028672377,14.6968420180084
2021060,"Indústria extrativa e agropecuária",AURA,2023,4,1.24007763010772,0.938816543727996,0.091761264206452,0.757062720054426,14.270534439548,14.6774618794836
2021060,"Indústria extrativa e agropecuária",AURA,2024,1,1.65876634110179,1.17119215078504,-0.060311033318545,0.706062163045284,13.0435578123875,14.7410065626107
2021060,"Indústria extrativa e agropecuária",AURA,2024,2,1.53788905449901,1.05836269758677,0.0178299188886684,0.688191839645772,13.7459416501002,14.8712888495306
2021060,"Indústria extrativa e agropecuária",AURA,2024,3,1.52769812569496,0.986962292902546,0.066728186563245,0.646045364789309,14.1767754830043,14.9331108971529
2021060,"Indústria extrativa e agropecuária",CTCA,2014,1,1.17303019358607,1.14139189363366,-0.127147464599532,0.973028571536009,11.0612417968848,11.4993970474962
2021060,"Indústria extrativa e agropecuária",CTCA,2015,1,1.19639585944365,1.14735658199943,-0.119401871725261,0.959010826511034,11.3184372089503,11.9372958828729
2021060,"Indústria extrativa e agropecuária",CTCA,2016,1,0.942781199610801,1.0925322966031,-0.0826301754960432,1.15883971493505,11.6300563191136,11.9557602407703
2021060,"Indústria extrativa e agropecuária",CTCA,2016,2,1.46138442810162,1.36016324553215,-0.259414420724205,0.930736101587621,10.1762837573023,11.9675265936231
2021060,"Indústria extrativa e agropecuária",CTCA,2016,3,1.37173218711977,1.18901412747171,-0.148261929880475,0.866797570718444,11.0588688675205,11.8888280610366
2021060,"Indústria extrativa e agropecuária",CTCA,2016,4,1.37159700632708,1.12626272094438,-0.106822702294733,0.821132384912635,11.3994532778153,11.8856437689079
