setor_nome,ano,markup_medio,markup_se,markup_std,ci_lower,ci_upper,n_obs,market_power
"Alimentos e bebidas",1989,0.95137605490459,0.112819371644027,0.159550685477394,0.730250086482297,1.17250202332688,2,0
"Alimentos e bebidas",1990,1.30092790900248,0.0338882587897221,0.0757764502929234,1.23450692177463,1.36734889623034,5,1
"Alimentos e bebidas",1991,1.3926792571728,0.0915185453666664,0.183037090733333,1.21330290825414,1.57205560609147,4,1
"Alimentos e bebidas",1992,1.09728001624573,0.0365459359506421,0.0730918719012843,1.02564998178247,1.16891005070899,4,1
"Alimentos e bebidas",1993,1.16405645374448,0.0201591146811122,0.0403182293622243,1.1245445889695,1.20356831851946,4,1
"Alimentos e bebidas",1994,0.986524756010678,0.0398837119483774,0.0797674238967549,0.908352680591859,1.0646968314295,4,0
"Alimentos e bebidas",1995,1.18549558622119,0.0389678628286916,0.0779357256573832,1.10911857507696,1.26187259736543,4,1
"Alimentos e bebidas",1996,1.22492143778987,0.0215452105170522,0.0430904210341043,1.18269282517645,1.2671500504033,4,1
"Alimentos e bebidas",1997,1.10367903666394,0.0587548368260006,0.143919370144188,0.988519556484982,1.2188385168429,6,0
"Alimentos e bebidas",1998,1.07889191235572,0.0411727003143874,0.130199510412995,0.998193419739516,1.15959040497191,10,0
"Alimentos e bebidas",1999,1.01035172913795,0.0230815650214272,0.089394516932391,0.965111861695949,1.05559159657994,15,0
"Alimentos e bebidas",2000,0.964435074701047,0.0263862078851716,0.0987281496425051,0.912718107246111,1.01615204215598,14,0
"Alimentos e bebidas",2001,0.987734725610167,0.0212758973510235,0.0737018703771855,0.946033966802161,1.02943548441817,12,0
"Alimentos e bebidas",2002,1.06120331551579,0.0251869614963528,0.0872501939999282,1.01183687098294,1.11056976004864,12,1
"Alimentos e bebidas",2003,1.05429475559723,0.028827016098631,0.10393728466224,0.997793804043915,1.11079570715055,13,0
"Alimentos e bebidas",2004,1.00178700534842,0.020677503529059,0.0827100141162361,0.961259098431463,1.04231491226537,16,0
"Alimentos e bebidas",2005,1.05538737306357,0.0309896996788514,0.135080969190788,0.994647561693023,1.11612718443412,19,0
"Alimentos e bebidas",2006,1.12007143342656,0.0367951778340217,0.187619329781793,1.04795288487188,1.19218998198124,26,1
"Alimentos e bebidas",2007,1.061672624006,0.0372792829058014,0.226761025215795,0.988605229510626,1.13474001850137,37,0
"Alimentos e bebidas",2008,1.01936734225151,0.0314181892339713,0.196206528879453,0.957787691352928,1.0809469931501,39,0
"Alimentos e bebidas",2009,1.05550848922053,0.0266516043638359,0.168559546174809,1.00327134466741,1.10774563377365,40,1
"Alimentos e bebidas",2010,1.17477454907493,0.0426334015969719,0.266245507638005,1.09121308194486,1.25833601620499,39,1
"Alimentos e bebidas",2011,1.15010405749939,0.029079776642923,0.179259782340844,1.09310769527926,1.20710041971952,38,1
"Alimentos e bebidas",2012,1.10072580191022,0.0242608628341263,0.145565177004758,1.05317451075533,1.14827709306511,36,1
"Alimentos e bebidas",2013,1.07236859045785,0.0160420354658058,0.0949059616990204,1.04092620094487,1.10381097997083,35,1
"Alimentos e bebidas",2014,1.08437566216365,0.0196060938844393,0.119259213245776,1.04594771815015,1.12280360617716,37,1
"Alimentos e bebidas",2015,1.08401513319612,0.0277758242143456,0.168953742779171,1.029574517736,1.13845574865624,37,1
"Alimentos e bebidas",2016,1.08148634580997,0.0163371786957089,0.103325390439238,1.04946547556638,1.11350721605356,40,1
"Alimentos e bebidas",2017,1.07950286620433,0.0192703713229024,0.121876529475127,1.04173293841144,1.11727279399722,40,1
"Alimentos e bebidas",2018,1.06831622535379,0.018409756395028,0.117879957378238,1.03223310281953,1.10439934788804,41,1
"Alimentos e bebidas",2019,1.02996550215296,0.0146723098379314,0.0939486227423833,1.00120777487061,1.0587232294353,41,1
"Alimentos e bebidas",2020,1.0941364015535,0.0194942397506213,0.135060054812019,1.05592769164229,1.13234511146472,48,1
"Alimentos e bebidas",2021,1.16074757966128,0.0439677603985066,0.304617579620913,1.07457076928021,1.24692439004235,48,1
"Alimentos e bebidas",2022,1.11436016614075,0.0294559294839217,0.204076665801274,1.05662654435226,1.17209378792923,48,1
"Alimentos e bebidas",2023,1.07698428088404,0.021566817091247,0.149419291838339,1.0347133193852,1.11925524238289,48,1
"Alimentos e bebidas",2024,1.06041773673023,0.0266031241888837,0.163992671272677,1.00827561332002,1.11255986014045,38,1
"Indústria extrativa e agropecuária",1989,1.85342912099828,0.18443331342346,0.368866626846919,1.4919398266883,2.21491841530826,4,1
"Indústria extrativa e agropecuária",1990,1.99386191470357,0.127365245143812,0.360243314114707,1.7442260342217,2.24349779518545,8,1
"Indústria extrativa e agropecuária",1991,1.86323504738919,0.0990495468383273,0.280154424971343,1.66909793558607,2.05737215919231,8,1
"Indústria extrativa e agropecuária",1992,2.25057448757507,0.565486074492489,1.49613552297727,1.14222178156979,3.35892719358035,7,1
"Indústria extrativa e agropecuária",1993,2.18839025542569,0.483967651778692,1.36886723379057,1.23981365793946,3.13696685291193,8,1
"Indústria extrativa e agropecuária",1994,1.07364221273236,0.124365595128875,0.373096785386624,0.829885646279768,1.31739877918496,9,0
"Indústria extrativa e agropecuária",1995,0.926696874162036,0.0635606658901887,0.17977671147074,0.802117969017266,1.05127577930681,8,0
"Indústria extrativa e agropecuária",1996,1.00950996734903,0.0591502482378927,0.167302166551526,0.893575480802765,1.1254444538953,8,0
"Indústria extrativa e agropecuária",1997,1.43674709688602,0.305714195594079,0.917142586782237,0.837547273521627,2.03594692025042,9,0
"Indústria extrativa e agropecuária",1998,1.44932016054727,0.230430602493269,0.728685546483606,0.997676179660465,1.90096414143408,10,0
"Indústria extrativa e agropecuária",1999,1.77402687885046,0.310979715902329,1.07726533613234,1.1645066356819,2.38354712201903,12,1
"Indústria extrativa e agropecuária",2000,1.63895216077626,0.218065042114813,0.723239924587884,1.21154467823122,2.06635964332129,11,1
"Indústria extrativa e agropecuária",2001,1.38893752701596,0.196589616007345,0.652013993976409,1.00362187964156,1.77425317439035,11,1
"Indústria extrativa e agropecuária",2002,1.28287601258428,0.147345619758912,0.510420199390322,0.994078597856807,1.57167342731174,12,0
"Indústria extrativa e agropecuária",2003,1.32901822585319,0.153211457763232,0.53074005829522,1.02872376863725,1.62931268306912,12,1
"Indústria extrativa e agropecuária",2004,1.34280221938885,0.142197163773853,0.492585424697011,1.0640957783921,1.6215086603856,12,1
"Indústria extrativa e agropecuária",2005,1.26100584383715,0.100356369091114,0.347644660257889,1.06430736041857,1.45770432725574,12,1
"Indústria extrativa e agropecuária",2006,1.29413687067018,0.0916707122062603,0.366682848825041,1.11446227474591,1.47381146659445,16,1
"Indústria extrativa e agropecuária",2007,1.19645462535415,0.092239572661162,0.412507909371779,1.01566506293827,1.37724418777002,20,1
"Indústria extrativa e agropecuária",2008,1.20549940159749,0.0943103510735619,0.442354756989915,1.02065111349331,1.39034768970167,22,1
"Indústria extrativa e agropecuária",2009,1.43013348476189,0.125648326863991,0.602588206825829,1.18386276410847,1.67640420541531,23,1
"Indústria extrativa e agropecuária",2010,1.4959123777319,0.167636743035711,0.803957576716136,1.16734436138191,1.8244803940819,23,1
"Indústria extrativa e agropecuária",2011,1.61787963576864,0.217204333440657,0.895556409117707,1.19215914222495,2.04360012931232,17,1
"Indústria extrativa e agropecuária",2012,1.24257589562701,0.0910575369593458,0.340706105785378,1.06410312318669,1.42104866806733,14,1
"Indústria extrativa e agropecuária",2013,1.04000417439775,0.0522041187500054,0.180840372078737,0.937684101647739,1.14232424714776,12,0
"Indústria extrativa e agropecuária",2014,1.65717248455379,0.359979445656246,1.2979243494267,0.951612771067549,2.36273219804003,13,0
"Indústria extrativa e agropecuária",2015,1.44955352387905,0.227569388148763,0.788323485042041,1.00351752310748,1.89558952465063,12,1
"Indústria extrativa e agropecuária",2016,1.06248056783824,0.0714636683498609,0.257665920568177,0.922411777872509,1.20254935780396,13,0
"Indústria extrativa e agropecuária",2017,1.11291287875764,0.0715283220430217,0.294918827006574,0.972717367553316,1.25310838996196,17,0
"Indústria extrativa e agropecuária",2018,1.16549536988657,0.0722800974637778,0.315061640473878,1.02382637885756,1.30716436091557,19,1
"Indústria extrativa e agropecuária",2019,1.11861002760077,0.060148464716009,0.268992111694487,1.00071903675739,1.23650101844415,20,1
"Indústria extrativa e agropecuária",2020,1.39906632601485,0.224173824962013,1.16484136368378,0.959685629089307,1.8384470229404,27,0
"Indústria extrativa e agropecuária",2021,1.93283651622445,0.330967734745464,1.95803152438592,1.28413975612334,2.58153327632556,35,1
"Indústria extrativa e agropecuária",2022,1.39902326589044,0.16393440471868,0.897905714156026,1.07771183264183,1.72033469913905,30,1
"Indústria extrativa e agropecuária",2023,1.27584929686625,0.0852054807382043,0.474404039171974,1.10884655461937,1.44285203911313,31,1
"Indústria extrativa e agropecuária",2024,1.42636467911982,0.099829360599943,0.457475601528281,1.23069913234394,1.62203022589571,21,1
