setor,beta0,beta_k,beta_kk,beta_omega,beta_v,beta_vv,beta_vk
"Indústria extrativa e agropecuária",NaN,-0.55652974485223,-0.00714825167730498,1,1.611080019925,-0.0655565180761831,0.0690670715100811
"Alimentos e bebidas",NaN,-0.00905176258442109,0.00568920952417895,1,0.947951961301924,0.00762961868059209,-0.0108260566713702
"Têxteis, vestuário, couro e calçados",NaN,-0.0659945368876425,0.0230062169088251,1,1.04347854967,0.0174183409945583,-0.0390121169743819
"Madeira, celulose, papel, artigos de borracha e material plástico",NaN,0.26547314247383,0.148970878385297,1,0.991682781446501,0.302477186638066,-0.446255811014746
"Indústria química e petroquímica",NaN,-0.0962095470884037,0.0430132135539891,1,1.3235844873761,0.0286442949434166,-0.0785814865375375
"Metalurgia, siderurgia e produtos de minerais não-metálicos",NaN,0.0816638106884606,-0.123596061101033,1,-0.287490054822049,-0.0861583861075681,0.259305197451345
"Máquinas, equipamentos e aparelhos diversos",NaN,0.666980175554604,0.0336233990889957,1,0.270130203891995,0.122823578258102,-0.150647524888726
"Veículos automotores e e outros equipamentos de transporte",NaN,-0.206737079826166,0.0125409699193498,1,1.01308575152494,0.00578625475952199,-0.0104925928104036
