setor_codigo,setor_nome,empresa,ano,trimestre,markup,theta_v,theta_k,share_v,log_v,log_k
2022100,"Alimentos e bebidas",BEEF,2015,2,1.13066629185454,0.972221328630589,0.0323032840951039,0.8831698604834,14.7997263510455,14.9088277392628
2022100,"Alimentos e bebidas",BEEF,2015,3,1.15759755117752,0.971376091008658,0.0329240855213132,0.874575289612942,15.2237224192437,15.1267152786749
2022100,"Alimentos e bebidas",BEEF,2015,4,1.19603153901386,0.970588030149251,0.0331145969555266,0.864590595089329,15.5408684064064,15.0871520347325
2022100,"Alimentos e bebidas",BEEF,2016,1,1.14181447847184,0.973844163328847,0.0320461111620323,0.869863985193795,14.1738411219075,15.0747729300747
2022100,"Alimentos e bebidas",BEEF,2016,2,1.18115280214027,0.972242569250047,0.0325115301878587,0.862629940960548,14.8341344618722,15.0432720142361
2022100,"Alimentos e bebidas",BEEF,2016,3,1.20060601054091,0.971281213357472,0.0328918587566126,0.859614136684424,15.2507998253877,15.0874712980383
2022100,"Alimentos e bebidas",BEEF,2016,4,1.21978011150585,0.970709738133825,0.033224417607401,0.854601901526097,15.5199197667882,15.1802988571567
2022100,"Alimentos e bebidas",BEEF,2017,1,1.12682601645777,0.974605205107092,0.0319978007790729,0.871111251358745,13.8948805073867,15.1977824490381
2022100,"Alimentos e bebidas",BEEF,2017,2,1.21214653537586,0.972711391613946,0.0324905271089447,0.848622895381045,14.6640501372422,15.1245232124203
2022100,"Alimentos e bebidas",BEEF,2017,3,1.1954203471286,0.971682364498103,0.033319996156723,0.856019492620179,15.1950730563565,15.435843483018
2022100,"Alimentos e bebidas",BEEF,2017,4,1.18863811925144,0.970763643321822,0.0336110095877635,0.862845316599325,15.5786752458766,15.4327974789799
2022100,"Alimentos e bebidas",BEEF,2018,1,1.02671719493016,0.973595060198484,0.0327122271263665,0.91445301476286,14.3960639535118,15.4409942509474
2022100,"Alimentos e bebidas",BEEF,2018,2,1.11499643808522,0.972120900613051,0.0332351381999733,0.883893088262558,15.0228483986992,15.471083957839
2022100,"Alimentos e bebidas",BEEF,2018,3,1.16170425046677,0.971064133089209,0.0335730217626058,0.870942375085193,15.4647230205402,15.4695446532531
2022100,"Alimentos e bebidas",BEEF,2018,4,1.17016706131206,0.970192764897088,0.0335673232157927,0.873940403759669,15.7718413665719,15.2905657646525
2022100,"Alimentos e bebidas",BEEF,2019,1,0.949550664543908,0.973556131979217,0.0325421805635601,0.952379942899189,14.3756032424522,15.3268666107157
2022100,"Alimentos e bebidas",BEEF,2019,2,0.977958613297861,0.97187401286037,0.03316411888747,0.946114255178188,15.095893292148,15.3769904761295
2022100,"Alimentos e bebidas",BEEF,2019,3,1.04789463848952,0.970739881267054,0.0334983665400753,0.919921774450987,15.5644051910677,15.3576041570781
2022100,"Alimentos e bebidas",BEEF,2019,4,1.11171236974732,0.969965551784443,0.0337489415192736,0.897063258073926,15.888784917988,15.3583490949987
2022100,"Alimentos e bebidas",BEEF,2020,1,1.02308191440402,0.973309749834897,0.0327771731276596,0.917582121647763,14.5100731383731,15.4241536071783
2022100,"Alimentos e bebidas",BEEF,2020,2,1.11706399793381,0.971759197856744,0.0333697922194564,0.884666108629114,15.1779161239335,15.4824369629452
2022100,"Alimentos e bebidas",BEEF,2020,3,1.104370747797,0.970621408643348,0.0337969731918603,0.894923302098232,15.6664305812354,15.5204041054418
2022100,"Alimentos e bebidas",BEEF,2020,4,1.14958919718776,0.96976699139257,0.0340267469484525,0.881749898235182,16.0149555692004,15.4920242020933
2022100,"Alimentos e bebidas",BEEF,2021,1,1.09690217417394,0.97305944210959,0.0330616928227934,0.885927946192683,14.6559022016706,15.5516082363826
2022100,"Alimentos e bebidas",BEEF,2021,2,1.09395643624842,0.971214125328753,0.0335739714537424,0.896426984131642,15.4118511736342,15.5003335186432
2022100,"Alimentos e bebidas",BEEF,2021,3,1.09147184354704,0.970201079044279,0.034073826157114,0.901373487882118,15.870865191356,15.6088390468037
2022100,"Alimentos e bebidas",BEEF,2021,4,1.11261794266191,0.969448862494582,0.0344076476721444,0.896041421996902,16.2041805144502,15.6660704553553
2022100,"Alimentos e bebidas",BEEF,2022,1,1.13593216042877,0.972236325297188,0.0334080186111909,0.873774949264644,15.016817302108,15.6023826090313
2022100,"Alimentos e bebidas",BEEF,2022,2,1.16729166708156,0.970564152918212,0.0340673080217834,0.869075445059413,15.7411076984296,15.6778558982259
2022100,"Alimentos e bebidas",BEEF,2022,3,1.18739766155558,0.969550079891514,0.0344709432172964,0.866212940378468,16.1811148040656,15.7260108503941
2022100,"Alimentos e bebidas",BEEF,2022,4,1.16198141847383,0.969032314041627,0.0348691176061913,0.876746635860345,16.4444430785345,15.8706650247591
2022100,"Alimentos e bebidas",BEEF,2023,1,1.07866116575116,0.973033282818756,0.0335654199945608,0.890106679749242,14.7665629623841,15.8612065517906
2022100,"Alimentos e bebidas",BEEF,2023,2,1.12905015887517,0.971171480411679,0.0341671317222845,0.878671028116093,15.546348043116,15.8625149809387
2022100,"Alimentos e bebidas",BEEF,2023,3,1.15341401740907,0.970140384588753,0.0346504660182392,0.873368545761153,16.0084217225636,15.9570605169149
2022100,"Alimentos e bebidas",BEEF,2023,4,1.14152954338928,0.96936716907501,0.0348374204165761,0.882287118594097,16.319599770299,15.9182624249984
2022100,"Alimentos e bebidas",BEEF,2024,1,1.00803453439431,0.972569626508265,0.0338676389264149,0.921874446743319,14.9914318173574,15.9567747971282
2022100,"Alimentos e bebidas",BEEF,2024,2,1.07413511284336,0.970982955272923,0.0345650285114942,0.899415698485561,15.6931443399555,16.0732757525429
2022100,"Alimentos e bebidas",BEEF,2024,3,1.12026163672154,0.969879697791679,0.0349165652973977,0.886260863782759,16.1542143578612,16.0709116737497
2022100,"Alimentos e bebidas",BRFS,2008,2,0.898291930881287,0.976496797040139,0.0310003024249005,0.969963929551008,13.0248801213993,14.955076858038
2022100,"Alimentos e bebidas",BRFS,2008,3,0.879834634874608,0.974380702974005,0.0317702039185057,0.989089307152708,13.928485054661,15.0103236109607
2022100,"Alimentos e bebidas",BRFS,2008,4,0.893142791988965,0.973395277983773,0.0322675836610054,0.985185448564543,14.3772291967867,15.1228426153973
2022100,"Alimentos e bebidas",BRFS,2009,1,0.936603870973656,0.974076750757761,0.0322549164473705,0.95732046443002,14.1335932544398,15.252113394797
2022100,"Alimentos e bebidas",BRFS,2009,2,0.86185462214636,0.97154045892006,0.0331247664540786,1.01076197230791,15.2059731663589,15.2852440486889
2022100,"Alimentos e bebidas",BRFS,2009,3,0.84186630433123,0.971039551583056,0.0347755995790131,1.01378326999232,15.7155126482913,16.2162908242549
2022100,"Alimentos e bebidas",BRFS,2009,4,0.85950063379486,0.970374683229324,0.0352317249708861,1.00513716084134,16.042547880916,16.3675548996795
2022100,"Alimentos e bebidas",BRFS,2010,1,0.866074107669353,0.973391205559276,0.0341073306922608,0.986430986874898,14.7490331178129,16.2719925588739
2022100,"Alimentos e bebidas",BRFS,2010,2,0.909636117226236,0.971667974023757,0.0346959798373903,0.970983512365611,15.4771660707635,16.2930319495772
2022100,"Alimentos e bebidas",BRFS,2010,3,0.932735619462377,0.970673545126438,0.0350607998375515,0.963818530137381,15.902409670706,16.320879306275
2022100,"Alimentos e bebidas",BRFS,2010,4,0.96358377290876,0.969954916335715,0.0353132533864964,0.951995892392306,16.2074622398411,16.3340117002901
2022100,"Alimentos e bebidas",BRFS,2011,1,0.9511924729146,0.973149113076185,0.0343293225424872,0.941333698984732,14.8793682522537,16.3620167659285
2022100,"Alimentos e bebidas",BRFS,2011,2,0.965837638411767,0.971446460099941,0.0349190561025884,0.942298783181573,15.6004393961247,16.3878767029331
2022100,"Alimentos e bebidas",BRFS,2011,3,0.970832031734636,0.970461807369276,0.0353085449056951,0.944485162725529,16.0271905903936,16.4331118361164
2022100,"Alimentos e bebidas",BRFS,2011,4,0.973972138144217,0.969769509322665,0.0356062002436299,0.946144943448274,16.3320277475911,16.4797991857148
2022100,"Alimentos e bebidas",BRFS,2012,1,0.903902275993136,0.972928278234411,0.0346101226691855,0.965106230520376,15.0140218453205,16.4930796523729
2022100,"Alimentos e bebidas",BRFS,2012,2,0.899681329075044,0.971221295915926,0.0352109001165489,0.97580646116599,15.7388478559571,16.5249712378734
2022100,"Alimentos e bebidas",BRFS,2012,3,0.889761455664471,0.970202453345066,0.0355710337985099,0.986604329924542,16.1717849139693,16.5449745537482
2022100,"Alimentos e bebidas",BRFS,2012,4,0.896061063673842,0.969338320857694,0.0357064456372589,0.989223481705476,16.5047506897416,16.4556560988343
2022100,"Alimentos e bebidas",BRFS,2013,1,1.0383303117137,0.971334323893332,0.0350908087400234,0.908373929822085,15.6746859010274,16.4726596719661
2022100,"Alimentos e bebidas",BRFS,2013,2,1.06742669917703,0.96964061903082,0.0356371111029046,0.904534625290636,16.3838482316704,16.4731734548476
2022100,"Alimentos e bebidas",BRFS,2013,3,1.06701661513831,0.968655050665143,0.0359623217507022,0.90996442623958,16.7979833858138,16.4780459447776
2022100,"Alimentos e bebidas",BRFS,2013,4,1.0706860008668,0.967894315907522,0.0361815680457442,0.912835557653897,17.1112468407621,16.4619450592111
2022100,"Alimentos e bebidas",BRFS,2014,1,0.95687913451995,0.971314310395895,0.0350917816335392,0.946391399528185,15.6819619680888,16.4692388402154
2022100,"Alimentos e bebidas",BRFS,2014,2,1.02352857526393,0.969636254723811,0.0355958559086375,0.924070109363455,16.3770870336499,16.4465075033587
2022100,"Alimentos e bebidas",BRFS,2014,3,1.07676068291482,0.968667471363107,0.0359462282870969,0.905858288480965,16.7903494847438,16.4704868473379
2022100,"Alimentos e bebidas",BRFS,2014,4,1.14580171074362,0.968192676242862,0.0360682978000223,0.880905570830381,16.9828926915247,16.4512068076161
2022100,"Alimentos e bebidas",BRFS,2015,1,0.994990463773447,0.971692707003414,0.0350635144871894,0.925476150329597,15.5424053858611,16.5277456986451
2022100,"Alimentos e bebidas",BRFS,2015,2,1.06642334527894,0.9699451291548,0.0356659244241544,0.902433082967575,16.2819215918445,16.5524853349863
2022100,"Alimentos e bebidas",BRFS,2015,3,1.08287852056623,0.969022638298884,0.0361725694864912,0.898876756941597,16.7102666295845,16.68346520675
2022100,"Alimentos e bebidas",BRFS,2015,4,1.09737373542467,0.968282295362483,0.036437995565895,0.896727210351652,17.0256125785324,16.7003350152218
2022100,"Alimentos e bebidas",BRFS,2016,1,0.986122949594914,0.971517895071864,0.0353553472163587,0.928726897923599,15.662998364729,16.6749696940297
2022100,"Alimentos e bebidas",BRFS,2016,2,1.0457068320135,0.969740149376214,0.0358307207385254,0.911678669459768,16.3876131468759,16.6142295905189
2022100,"Alimentos e bebidas",BRFS,2016,3,1.06944949038926,0.968716517335939,0.0361587952709828,0.90699769438025,16.8157906918066,16.6132295317726
2022100,"Alimentos e bebidas",BRFS,2016,4,1.05242622575786,0.967979134637768,0.0363762341610275,0.918581398466038,17.1204289932526,16.6006999429762
2022100,"Alimentos e bebidas",BRFS,2017,1,0.979094647606217,0.971352917391714,0.035116721682627,0.935112312735173,15.6733246319316,16.4926001571761
2022100,"Alimentos e bebidas",BRFS,2017,2,0.990146889444195,0.96983495449507,0.0356612187288636,0.937450918305685,16.3199509712935,16.5273644638008
2022100,"Alimentos e bebidas",BRFS,2017,3,1.00907749614455,0.968854461453439,0.0359243562418139,0.934402184410018,16.7197945498266,16.4944586536697
2022100,"Alimentos e bebidas",BRFS,2017,4,1.01695411225564,0.968140210875879,0.0361559240809099,0.934813987149812,17.0190936857435,16.4954174142922
2022100,"Alimentos e bebidas",BRFS,2018,1,0.890930301993872,0.971535041611133,0.0350760807835799,0.979171773969248,15.6007127090639,16.5038605669636
2022100,"Alimentos e bebidas",BRFS,2018,2,0.788355346908791,0.969799618495824,0.0356668946801197,1.05086388474114,16.3335944901805,16.5237987660739
2022100,"Alimentos e bebidas",BRFS,2018,3,0.797621464127926,0.968865817402676,0.0361205667437475,1.04921122303275,16.7552766694284,16.61938994477
