setor_nome,ano,markup_medio,markup_se,markup_std,ci_lower,ci_upper,n_obs,market_power
"Alimentos e bebidas",1989,0.770053487086419,0.188120308756967,0.266042292001917,0.401337681922764,1.13876929225007,2,0
"Alimentos e bebidas",1990,1.39509449217279,0.0540431096012988,0.120844066783976,1.28916999735425,1.50101898699134,5,1
"Alimentos e bebidas",1991,1.67696017285987,0.209547286911175,0.41909457382235,1.26624749051397,2.08767285520577,4,1
"Alimentos e bebidas",1992,1.04436900693576,0.0586203949374198,0.11724078987484,0.929473032858419,1.1592649810131,4,0
"Alimentos e bebidas",1993,1.1904050507207,0.0543243329501678,0.108648665900336,1.08392935813837,1.29688074330303,4,1
"Alimentos e bebidas",1994,0.907516451148807,0.0731764045837285,0.163627414998244,0.764090698164699,1.05094220413291,5,0
"Alimentos e bebidas",1995,1.12873022926608,0.0629894798771249,0.178161153458114,1.00527084870691,1.25218960982524,8,1
"Alimentos e bebidas",1996,1.15920861390019,0.0713272978353158,0.201744063932258,1.01940711014297,1.29901011765741,8,1
"Alimentos e bebidas",1997,1.10331443781614,0.0541535664743126,0.171248613480162,0.997173447526492,1.2094554281058,10,0
"Alimentos e bebidas",1998,1.07718200541776,0.0516313561958237,0.19318684529926,0.975984547273945,1.17837946356157,14,0
"Alimentos e bebidas",1999,0.999807277834516,0.0270778750782374,0.118029721071855,0.946734642681171,1.05287991298786,19,0
"Alimentos e bebidas",2000,0.953096690554503,0.0315418445694016,0.133820713116936,0.891274675198476,1.01491870591053,18,0
"Alimentos e bebidas",2001,0.98096940948798,0.0248415915008551,0.0993663660034203,0.932279890146304,1.02965892882966,16,0
"Alimentos e bebidas",2002,1.01231768255251,0.0146938958370345,0.0587755833481378,0.983517646711926,1.0411177183931,16,0
"Alimentos e bebidas",2003,1.03999537270587,0.0203124525113903,0.083750387219805,1.00018296578354,1.07980777962819,17,1
"Alimentos e bebidas",2004,1.07917430541577,0.00919399010973373,0.0411167737396507,1.06115408480069,1.09719452603085,20,1
"Alimentos e bebidas",2005,1.10639298614856,0.0372350797104813,0.178573169048588,1.03341222991601,1.1793737423811,23,1
"Alimentos e bebidas",2006,1.17897857570987,0.0597670085179938,0.327357387599086,1.0618352390146,1.29612191240514,30,1
"Alimentos e bebidas",2007,1.16112285686875,0.0588847333460597,0.367735041882366,1.04570877951047,1.27653693422702,39,1
"Alimentos e bebidas",2008,1.08174292252736,0.0397769698125491,0.254696879498368,1.00378006169476,1.15970578335996,41,1
"Alimentos e bebidas",2009,1.09484071213548,0.0435614258612314,0.288953809829178,1.00946031744747,1.18022110682349,44,1
"Alimentos e bebidas",2010,1.08501878275802,0.0380485917902534,0.249501301600849,1.01044354284912,1.15959402266692,43,1
"Alimentos e bebidas",2011,1.11508939837465,0.0339530337253426,0.220040807498243,1.04854145227298,1.18163734447632,42,1
"Alimentos e bebidas",2012,1.11523252432907,0.0231663791612113,0.146517046576977,1.06982642117309,1.16063862748504,40,1
"Alimentos e bebidas",2013,1.11085383603391,0.0162611061193215,0.101550575166907,1.07898206804004,1.14272560402778,39,1
"Alimentos e bebidas",2014,1.09942668078284,0.0222347568369951,0.144097693552717,1.05584655738233,1.14300680418335,42,1
