setor,mean_weighted,mean_simple,median,std,min,max,p25,p75,pct_above_1,n_valid
"Indústria extrativa e agropecuária",1.2896764382891,1.14872146807292,0.977745279229884,0.656009486755234,0.511763423833409,9.07214501810295,0.79125233211013,1.33985562649843,0.463551401869159,535
"Alimentos e bebidas",1.74953553197697,1.78482156249064,1.70653464948273,0.440173151014478,0.571586100134934,5.4075800693173,1.56620056605325,1.88471541161348,0.991140642303433,903
"Têxteis, vestuário, couro e calçados",1.32114966782318,1.19405523375666,1.16843427628983,0.316602860739215,0.500194670437622,6.15866778430108,1.02536528582536,1.32762779260531,0.782743637492241,1611
"Madeira, celulose, papel, artigos de borracha e material plástico",0.956602481212056,0.888682838239746,0.771556079760788,0.44147460897168,0.5038450992217,4.02301407450314,0.611077137255032,1.05710810535463,0.27972027972028,143
"Indústria química e petroquímica",0.523958978023758,1.08364962630808,0.761640105233711,0.820479365786416,0.514797490320894,3.73248427716723,0.565120592623338,1.07279956051594,0.363636363636364,22
"Metalurgia, siderurgia e produtos de minerais não-metálicos",5.79734050344323,3.725796911012,3.07795768375645,2.87677682956411,0.507947908152705,9.83357419970151,1.34777086062182,5.72940912192398,0.787878787878788,33
"Máquinas, equipamentos e aparelhos diversos",1.14436301786894,1.35994819867168,1.3843321726492,0.422720569060459,0.508248611247963,6.10645150048807,1.09556842618892,1.59438320901255,0.812127236580517,1006
"Veículos automotores e e outros equipamentos de transporte",3.93376788350172,3.65162674838095,3.80797828788841,1.14069812187567,0.540412079127873,9.28461034945327,3.0770845162107,4.24493892154406,0.96723044397463,946
