setor_nome,ano,markup_medio,markup_se,markup_std,ci_lower,ci_upper,n_obs,market_power
"Alimentos e bebidas",1989,1.12199935475414,0.0749970628294033,0.106061863391489,0.97500511160851,1.26899359789977,2,0
"Alimentos e bebidas",1990,1.6681822633604,0.379286078078682,0.758572156157363,0.924781550326187,2.41158297639462,4,0
"Alimentos e bebidas",1991,1.61788915800624,0.472507654898221,0.945015309796443,0.691774154405726,2.54400416160675,4,0
"Alimentos e bebidas",1992,0.743654662960198,0.164648271571417,0.329296543142835,0.42094405068022,1.06636527524018,4,0
"Alimentos e bebidas",1993,0.616072200682423,0.0667864053097045,0.133572810619409,0.485170846275402,0.746973555089444,4,0
"Alimentos e bebidas",1995,0.576713586097036,0,0,0.576713586097036,0.576713586097036,1,0
"Alimentos e bebidas",1996,0.549956518834724,0.0404531982907361,0.0572094616641271,0.470668250184881,0.629244787484567,2,0
"Alimentos e bebidas",1997,0.586040964360386,0,0,0.586040964360386,0.586040964360386,1,0
"Alimentos e bebidas",1998,0.518394714278561,0.00555907306458164,0.00786171652215432,0.507498931071981,0.529290497485141,2,0
"Alimentos e bebidas",2004,0.511117741235904,0,0,0.511117741235904,0.511117741235904,1,0
"Alimentos e bebidas",2005,0.620834891761153,0.0693237246189718,0.138647449237944,0.484960391507968,0.756709392014337,4,0
"Alimentos e bebidas",2006,0.679202294844734,0.0427189659093476,0.104639668817251,0.595473121662413,0.762931468027055,6,0
"Alimentos e bebidas",2007,0.804379700014775,0.0473209038947807,0.0946418077895614,0.711630728381005,0.897128671648545,4,0
"Alimentos e bebidas",2008,0.633321324254071,0.0310181440219582,0.0620362880439164,0.572525761971033,0.694116886537109,4,0
"Alimentos e bebidas",2009,0.653697089078765,0.0451607675640683,0.100982546189324,0.565181984653191,0.742212193504339,5,0
"Alimentos e bebidas",2010,0.639277452405382,0.0354732925491905,0.100333622850187,0.569749799008969,0.708805105801795,8,0
"Alimentos e bebidas",2011,0.587475856167019,0.0254538698709334,0.0623489931629891,0.53758627121999,0.637365441114049,6,0
"Alimentos e bebidas",2012,0.537425192626842,0.0125312546566604,0.0217047697479198,0.512863933499788,0.561986451753896,3,0
"Alimentos e bebidas",2013,0.550761072148012,0,0,0.550761072148012,0.550761072148012,1,0
"Alimentos e bebidas",2014,0.590882963289607,0.0107202131778036,0.0151606708675806,0.569871345461112,0.611894581118102,2,0
"Alimentos e bebidas",2015,0.641183179074796,0.058425013204821,0.116850026409642,0.526670153193347,0.755696204956245,4,0
"Alimentos e bebidas",2016,0.543425317677584,0,0,0.543425317677584,0.543425317677584,1,0
"Alimentos e bebidas",2017,0.51411709164484,0.0126956446542588,0.0179543528531222,0.489233628122493,0.539000555167188,2,0
"Alimentos e bebidas",2018,0.556712192758837,0,0,0.556712192758837,0.556712192758837,1,0
"Alimentos e bebidas",2019,0.544140002353694,0,0,0.544140002353694,0.544140002353694,1,0
"Alimentos e bebidas",2020,0.554459515008531,0.0316101001826265,0.0894068647724853,0.492503718650583,0.616415311366479,8,0
"Alimentos e bebidas",2021,0.890316248695536,0.128450257680695,0.363312193004715,0.638553743641374,1.1420787537497,8,0
