empresa;cnpj;setor_naics3;subsetor_bovespa;data;ano;trimestre;variable_input;capital;receita;setor_ipa;fonte_mapeamento;peso_ipa;variable_input_nominal;capital_nominal;receita_nominal;setor_ipa_7d;nome_setor
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2007-09-30 00:00:00;2007;3;6120986,849;2580314,585;6055264,022;202230100;exceção;0,001045;6113366;2577102;6047725;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2007-12-31 00:00:00;2007;4;9015988,275;2667644,788;9052532,534;202230100;exceção;0,001045;9005069;2664414;9041569;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2008-03-31 00:00:00;2008;1;2088457,442;2733263,507;2081207,817;202230100;exceção;0,001045;2085973;2730012;2078732;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2008-06-30 00:00:00;2008;2;4496050,331;2655742,085;4572608,536;202230100;exceção;0,001045;4490929;2652717;4567400;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2008-09-30 00:00:00;2008;3;6724501,797;3090051,456;7029333,537;202230100;exceção;0,001045;6716919;3086567;7021407;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2008-12-31 00:00:00;2008;4;9689386,34;4161537,879;10718202,85;202230100;exceção;0,001045;9678532;4156876;10706196;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2009-03-31 00:00:00;2009;1;2179544,263;4184665,398;2310001,703;202230100;exceção;0,001045;2177081;4179936;2307391;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2009-06-30 00:00:00;2009;2;4418727,389;3567334,308;4897226,659;202230100;exceção;0,001045;4413729;3563299;4891687;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2009-09-30 00:00:00;2009;3;6325982,147;3300231,759;6941701,615;202230100;exceção;0,001045;6318806;3296488;6933827;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2009-12-31 00:00:00;2009;4;8467881,242;3411897,389;9282043,528;202230100;exceção;0,001045;8458268;3408024;9271506;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2010-03-31 00:00:00;2010;1;1483910,467;3489649,52;1589904,787;202230100;exceção;0,001045;1482268;3485787;1588145;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2010-06-30 00:00:00;2010;2;3360665,06;3588120,613;3634273,438;202230100;exceção;0,001045;3357037;3584247;3630350;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2010-09-30 00:00:00;2010;3;4827717,841;3382157,494;5195955,148;202230100;exceção;0,001045;4822627;3378591;5190476;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2010-12-31 00:00:00;2010;4;7380231,693;3137932,685;8138723,011;202230100;exceção;0,001045;7372678;3134721;8130393;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2011-03-31 00:00:00;2011;1;1346561,595;3080202,13;1479432,074;202230100;exceção;0,001045;1345219;3077131;1477957;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2011-06-30 00:00:00;2011;2;2995884,494;3086256,251;3294479,057;202230100;exceção;0,001045;2992909;3083191;3291207;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2011-09-30 00:00:00;2011;3;4780273,367;3671070,883;5250283,751;202230100;exceção;0,001045;4775591;3667475;5245141;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2011-12-31 00:00:00;2011;4;7548976,106;3735196,839;8474795,555;202230100;exceção;0,001045;7541634;3731564;8466553;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2012-03-31 00:00:00;2012;1;1492555,249;3682343,896;1594741,649;202230100;exceção;0,001045;1491118;3678798;1593206;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2012-06-30 00:00:00;2012;2;4002554,395;4174156,972;4485288,113;202230100;exceção;0,001045;3998809;4170251;4481091;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2012-09-30 00:00:00;2012;3;6047120,232;4150053,633;6873658,041;202230100;exceção;0,001045;6041693;4146329;6867489;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2012-12-31 00:00:00;2012;4;8916523,412;4274512,928;10239387,5;202230100;exceção;0,001045;8908576;4270703;10230261;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2013-03-31 00:00:00;2013;1;1551368,639;4074870,533;1687877,156;202230100;exceção;0,001045;1549999;4071273;1686387;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2013-06-30 00:00:00;2013;2;3798621,025;4580511,963;4231542,604;202230100;exceção;0,001045;3795308;4576517;4227852;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2013-09-30 00:00:00;2013;3;5785552,184;4731310,171;6388887,11;202230100;exceção;0,001045;5780624;4727280;6383445;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2013-12-31 00:00:00;2013;4;9317569,307;5417270,663;10671848,44;202230100;exceção;0,001045;9309787;5412746;10662935;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2014-03-31 00:00:00;2014;1;1666825,891;5567025,795;1870406,151;202230100;exceção;0,001045;1665481;5562534;1868897;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2014-06-30 00:00:00;2014;2;4232046,01;5510981,496;4821269,376;202230100;exceção;0,001045;4228603;5506498;4817347;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2014-09-30 00:00:00;2014;3;6024490,861;6235816,825;6686880,007;202230100;exceção;0,001045;6019560;6230713;6681407;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2014-12-31 00:00:00;2014;4;9636213,782;6795449,249;10854996,48;202230100;exceção;0,001045;9628539;6790037;10846351;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2015-03-31 00:00:00;2015;1;1927435,696;8365585,657;2209969,624;202230100;exceção;0,001045;1925949;8359133;2208265;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2015-06-30 00:00:00;2015;2;5085174,49;8238198,875;5789322,962;202230100;exceção;0,001045;5081358;8232016;5784978;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2015-09-30 00:00:00;2015;3;7936300,833;10644790,86;8917511,707;202230100;exceção;0,001045;7930543;10637068;8911042;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2015-12-31 00:00:00;2015;4;13435229,24;10700988,81;15135501,92;202230100;exceção;0,001045;13425955;10693602;15125054;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2016-03-31 00:00:00;2016;1;3506312,15;9877511,015;3840791,477;202230100;exceção;0,001045;3503992;9870975;3838250;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2016-06-30 00:00:00;2016;2;6854355,953;8730353,384;7581964,785;202230100;exceção;0,001045;6850043;8724860;7577194;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2016-09-30 00:00:00;2016;3;10308415,16;8994792,634;11393914,32;202230100;exceção;0,001045;10301937;8989140;11386754;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2016-12-31 00:00:00;2016;4;14475059,49;9385863,102;16490459,71;202230100;exceção;0,001045;14466116;9380064;16480271;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2017-03-31 00:00:00;2017;1;2178930,627;8952004,21;2269158,265;202230100;exceção;0,001045;2177587;8946484;2267759;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2017-06-30 00:00:00;2017;2;5777286,232;9379798,402;6381577,092;202230100;exceção;0,001045;5773559;9373747;6377460;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2017-09-30 00:00:00;2017;3;8634143,884;9070693,974;9546384,087;202230100;exceção;0,001045;8628624;9064895;9540281;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2017-12-31 00:00:00;2017;4;11892721,07;9806542,975;13189092,72;202230100;exceção;0,001045;11885321;9800441;13180886;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2018-03-31 00:00:00;2018;1;2052472,482;9967648,999;2116740,607;202230100;exceção;0,001045;2051223;9961581;2115452;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2018-06-30 00:00:00;2018;2;5448852,558;11550110,92;5556189,4;202230100;exceção;0,001045;5445764;11543564;5553040;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2018-09-30 00:00:00;2018;3;8178038,655;12072536,6;8369516,41;202230100;exceção;0,001045;8173650;12066058;8365025;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2018-12-31 00:00:00;2018;4;12598641,86;11852822,21;13057564,55;202230100;exceção;0,001045;12591705;11846296;13050375;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2019-03-31 00:00:00;2019;1;1030087,567;6697124,001;896035,0889;202230100;exceção;0,001045;1029546;6693603;895564;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2019-06-30 00:00:00;2019;2;2229787,422;6403127,54;2042944,951;202230100;exceção;0,001045;2228660;6399890;2041912;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2019-09-30 00:00:00;2019;3;3545848,365;6765549,777;3619347,539;202230100;exceção;0,001045;3544055;6762128;3617517;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2019-12-31 00:00:00;2019;4;6023393,062;6867238,341;5657374,875;202230100;exceção;0,001045;6020543;6863989;5654698;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2020-03-31 00:00:00;2020;1;519789,5201;7747701,44;568179,539;202230100;exceção;0,001045;519553;7744176;567921;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2020-06-30 00:00:00;2020;2;1907293,014;12625138,28;1789584,777;202230100;exceção;0,001045;1906479;12619750;1788821;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2020-09-30 00:00:00;2020;3;3616929,06;12769230,4;3355121,919;202230100;exceção;0,001045;3615739;12765029;3354018;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2020-12-31 00:00:00;2020;4;6148159,208;11971267,13;6049076,822;202230100;exceção;0,001045;6146584;11968200;6047527;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2021-03-31 00:00:00;2021;1;1310443,542;13144848,53;1022084,812;202230100;exceção;0,001045;1310213;13142536;1021905;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2021-06-30 00:00:00;2021;2;3135675,646;11726048,09;2972122,522;202230100;exceção;0,001045;3135309;11724677;2971775;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2021-09-30 00:00:00;2021;3;4625475,515;15624360,2;4519918,002;202230100;exceção;0,001045;4624971;15622656;4519425;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2021-12-31 00:00:00;2021;4;6297556,07;16256926,59;6098217,006;202230100;exceção;0,001045;6297017;16255535;6097695;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2022-03-31 00:00:00;2022;1;1661083,078;19244114,9;1428933,337;202230100;exceção;0,001045;1661042;19243639;1428898;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2022-06-30 00:00:00;2022;2;4725275,784;19945926,16;4808766,346;202230100;exceção;0,001045;4725244;19945792;4808734;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2022-09-30 00:00:00;2022;3;7602784,311;20345121,91;7738947,293;202230100;exceção;0,001045;7602562;20344527;7738721;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2022-12-31 00:00:00;2022;4;13438934,34;20266179,71;14473053,84;202230100;exceção;0,001045;13438473;20265484;14472557;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2023-03-31 00:00:00;2023;1;2724239,675;20029283,19;2457789,829;202230100;exceção;0,001045;2724139;20028543;2457699;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2023-06-30 00:00:00;2023;2;6792796,647;19084287,65;6689795,63;202230100;exceção;0,001045;6792202;19082617;6689210;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2023-09-30 00:00:00;2023;3;10674380,69;20148278,4;10805331,04;202230100;exceção;0,001045;10673456;20146533;10804395;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2023-12-31 00:00:00;2023;4;17252885,65;20540100,64;17837160,17;202230100;exceção;0,001045;17251689;20538676;17835923;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2024-03-31 00:00:00;2024;1;3016823,133;21501358,47;2923093,673;202230100;exceção;0,001045;3016583;21499647;2922861;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2024-06-30 00:00:00;2024;2;8469409,908;24441387,8;8478268,421;202230100;exceção;0,001045;8468920;24439974;8477778;2022290;Veículos automotores e outros equipamentos de transporte
EMBR;07.689.002/0001-89;indústria de equipamentos aeroespacias;material;2024-09-30 00:00:00;2024;3;14844181,74;24812376,59;15329371,84;202230100;exceção;0,001045;14843628;24811451;15328800;2022290;Veículos automotores e outros equipamentos de transporte
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1989-09-30 00:00:00;1989;3;0,097298023;0,084080195;0,150480577;202223300;exceção;0,003461;0,091965818;0,079472364;0,142233818;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1989-12-31 00:00:00;1989;4;0,336300742;0,268349116;0,408714281;202223300;exceção;0,003461;0,319081455;0,254609091;0,387787273;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1990-03-31 00:00:00;1990;1;0,290556086;0,855920301;0,431963361;202223300;exceção;0,003461;0,277218909;0,816631636;0,412135273;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1990-06-30 00:00:00;1990;2;0,833414013;1,073227899;1,301292545;202223300;exceção;0,003461;0,795950545;1,024984364;1,242797091;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1990-09-30 00:00:00;1990;3;1,905100192;1,738779785;2,845426026;202223300;exceção;0,003461;1,821582545;1,662553455;2,720685455;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1990-12-31 00:00:00;1990;4;4,01935469;2,729244012;5,248540598;202223300;exceção;0,003461;3,849166909;2,613682182;5,026306546;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1991-03-31 00:00:00;1991;1;1,650761809;4,42850942;2,208331555;202223300;exceção;0,003461;1,583248727;4,247391636;2,118014909;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1991-06-30 00:00:00;1991;2;4,792873396;5,465328967;6,460980746;202223300;exceção;0,003461;4,600775636;5,246279273;6,202025455;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1991-09-30 00:00:00;1991;3;11,00718549;8,884062442;14,51309682;202223300;exceção;0,003461;10,58127527;8,540304;13,95152945;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1991-12-31 00:00:00;1991;4;28,99919889;26,9584134;34,08586328;202223300;exceção;0,003461;27,94071127;25,97441564;32,84170946;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1992-03-31 00:00:00;1992;1;12,89966392;50,70800442;15,11538777;202223300;exceção;0,003461;12,45659273;48,96631127;14,596212;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1992-06-30 00:00:00;1992;2;46,1088371;92,2425073;51,55142181;202223300;exceção;0,003461;44,61261055;89,24924836;49,878584;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1992-09-30 00:00:00;1992;3;123,1996119;182,3249505;131,4673915;202223300;exceção;0,003461;119,4766069;176,8152196;127,49454;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1992-12-31 00:00:00;1992;4;268,4694664;347,3102577;305,0906665;202223300;exceção;0,003461;260,9450811;337,576204;296,5399;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1993-03-31 00:00:00;1993;1;105,8907512;779,2870104;128,3427587;202223300;exceção;0,003461;103,1844305;759,370252;125,0626171;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1993-06-30 00:00:00;1993;2;423,173927;1762,712346;440,6932095;202223300;exceção;0,003461;413,4963218;1722,400708;430,6149542;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1993-09-30 00:00:00;1993;3;1205,260402;3879,537473;1155,419158;202223300;exceção;0,003461;1181,294545;3802,395273;1132,444364;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1993-12-31 00:00:00;1993;4;3675,025204;9518,216591;3032,289337;202223300;exceção;0,003461;3613,496364;9358,858546;2981,521455;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1994-03-31 00:00:00;1994;1;1865,254668;29222,10328;1731,664449;202223300;exceção;0,003461;1840,868;28840,04836;1709,024364;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1994-06-30 00:00:00;1994;2;14048,77586;86045,0928;14083,09779;202223300;exceção;0,003461;13917;85238;13951;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1994-09-30 00:00:00;1994;3;23769,01604;97421,90306;22719,13715;202223300;exceção;0,003461;23568;96598;22527;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1994-12-31 00:00:00;1994;4;36196,24156;102378,3825;34439,72005;202223300;exceção;0,003461;35897;101532;34155;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1995-03-31 00:00:00;1995;1;9704,800738;98796,20232;10344,999;202223300;exceção;0,003461;9626;97994;10261;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1995-06-30 00:00:00;1995;2;20394,91645;113531,332;21032,98209;202223300;exceção;0,003461;20233;112630;20866;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1995-09-30 00:00:00;1995;3;31075,13898;122726,187;31859,29967;202223300;exceção;0,003461;30831;121762;31609;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1995-12-31 00:00:00;1995;4;45352,47538;134916,5341;45459,30803;202223300;exceção;0,003461;44999;133865;45105;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1996-03-31 00:00:00;1996;1;12811,64163;138395,5593;12613,11309;202223300;exceção;0,003461;12713;137330;12516;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1996-06-30 00:00:00;1996;2;26104,78235;158228,8174;26402,03447;202223300;exceção;0,003461;25907;157030;26202;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1996-09-30 00:00:00;1996;3;38198,81371;164420,8493;38142,38857;202223300;exceção;0,003461;37911;163182;37855;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1996-12-31 00:00:00;1996;4;51378,69152;175808,343;51298,08801;202223300;exceção;0,003461;50994;174492;50914;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1997-03-31 00:00:00;1997;1;11146,25257;162128,4091;13078,51146;202223300;exceção;0,003461;11064;160932;12982;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1997-06-30 00:00:00;1997;2;23979,65154;172012,9995;27430,93225;202223300;exceção;0,003461;23804;170753;27230;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1997-09-30 00:00:00;1997;3;37034,47542;175441,3078;41049,80071;202223300;exceção;0,003461;36764;174160;40750;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1997-12-31 00:00:00;1997;4;49737,0728;226918,7843;53630,25761;202223300;exceção;0,003461;49377;225276;53242;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1998-03-31 00:00:00;1998;1;13394,45006;238459,0838;14967,77921;202223300;exceção;0,003461;13298;236742;14860;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1998-06-30 00:00:00;1998;2;27212,60497;249029,0276;29652,14041;202223300;exceção;0,003461;27017;247239;29439;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1998-09-30 00:00:00;1998;3;39926,78129;260170,2357;43569,03364;202223300;exceção;0,003461;39639;258295;43255;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1998-12-31 00:00:00;1998;4;53849,72107;271713,3056;57381,08149;202223300;exceção;0,003461;53463;269762;56969;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1999-03-31 00:00:00;1999;1;14396,70967;297527,6362;14455,11417;202223300;exceção;0,003461;14297;295467;14355;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1999-06-30 00:00:00;1999;2;25833,29812;308702,626;25658,08885;202223300;exceção;0,003461;25655;306572;25481;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1999-09-30 00:00:00;1999;3;38111,17009;298882,8293;37623,88192;202223300;exceção;0,003461;37854;296866;37370;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;1999-12-31 00:00:00;1999;4;50597,68777;227739,9249;49796,43524;202223300;exceção;0,003461;50266;226247;49470;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
ETER;61.092.037/0001-81;indústria de outros produtos de minerais não metálicos;construção;2000-03-31 00:00:00;2000;1;13824,9651;241380,7703;13882,33845;202223300;exceção;0,003461;13735;239810;13792;2022240;Metalurgia, siderurgia e produtos de minerais não-metálicos
