setor,markup_mean,markup_median,markup_std,markup_min,markup_max,markup_p25,markup_p75,pct_above_1,n_valid,rsquared,rmse
"Indústria extrativa e agropecuária",1.51178211828457,1.22199976396451,0.852458250618204,0.524840318908071,8.54813077098233,0.951045358899781,1.59836943660281,0.697802197802198,546,0.991951764305203,0.231022437091795
"Alimentos e bebidas",1.07787513655825,1.05440612671824,0.172653990409178,0.535491760209536,2.00106968304852,0.982487153304025,1.1517611796699,0.686946902654867,904,0.999480631221366,0.0520222755085734
"Têxteis, vestuário, couro e calçados",1.17136728909375,1.1295694374346,0.423250295438318,0.506940319574769,6.55246364833528,1.00540999019116,1.26596178558429,0.760842627013631,1614,0.996283892139569,0.149699510425916
"Madeira, celulose, papel, artigos de borracha e material plástico",1.22266705767293,1.12977964695,0.859224312275751,0.500279873267883,7.27641012632373,0.797612260895964,1.53838062294711,0.579654510556622,521,0.986457979841713,0.375671668902689
"Indústria química e petroquímica",1.02657932907609,1.15811531214694,0.481438403256924,0.5109039463516,4.63213479094981,0.970123342106523,1.42865331019674,0.71045197740113,708,0.995092350742036,0.199418673079231
"Metalurgia, siderurgia e produtos de minerais não-metálicos",1.42434511326556,1.15650167131655,0.560979897767621,0.500134880064991,8.16331300168476,0.989061591273741,1.37755297924316,0.732603092783505,1552,0.996507033310311,0.182869433975404
"Máquinas, equipamentos e aparelhos diversos",1.1745000374386,1.16086837535577,0.375922800260234,0.513240985238964,5.61749288025876,1.03849470490703,1.30075596205994,0.805678793256433,1127,0.999136606819185,0.0798104318976098
"Veículos automotores e e outros equipamentos de transporte",1.16816828043906,1.14506220706182,0.397973439567689,0.535611806915072,5.6703572490751,1.0305528906792,1.3130303361629,0.791092258748674,943,0.997621756459923,0.16627926262097
